,sms,label
3304,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,0
5472,Well obviously not because all the people in my cool college life went home ;_;,0
3743,Nobody names their penis a girls name this story doesn't add up at all,0
3445,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",0
1998,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",0
663,Leave it de:-). Start Prepare for next:-)..,0
4779,Sen told that he is going to join his uncle finance in cbe,0
5353,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,0
3748,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,1
4413,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,0
4744,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1
709,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,1
1282,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",0
5068,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),0
2675,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,0
4029,"Cool, I'll text you in a few",0
1306,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1
2237,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",0
3302,"It'll be tough, but I'll do what I have to",0
2038,Hey are we going for the lo lesson or gym? ,0
1529,Should I have picked up a receipt or something earlier,0
1663,S but mostly not like that.,0
5497,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1
5518,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",0
3627,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
5147,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1
4891,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0
2693,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,0
3060,What u talking bout early morning? It's almost noon where your at!,0
1597,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1
2729,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1
2625,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",1
3157,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0
3314,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1
1722,Thought praps you meant another one. Goodo! I'll look tomorrow ,0
5279,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",0
1059,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1
4636,Oh ho. Is this the first time u use these type of words,0
3242,Pls accept me for one day. Or am begging you change the number.,0
1678,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0
1757,"Miss ya, need ya, want ya, love ya.",0
4191,&lt;#&gt;  w jetton ave if you forgot,0
5116,Thanks. Fills me with complete calm and reassurance! ,0
563,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,1
2790,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,1
863,Did u find out what time the bus is at coz i need to sort some stuff out.,0
1484,"Sorry, I'll call later",0
5134,Sday only joined.so training we started today:),0
206,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0
4488,The new deus ex game comin early next yr,0
870,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0
4493,Man this bus is so so so slow. I think you're gonna get there before me,0
502,Check with nuerologist.,0
1028,"Lol you forgot it eh ? Yes, I'll bring it in babe",0
3840,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,0
2690,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1
5056,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,0
1570,No:-)i got rumour that you going to buy apartment in chennai:-),0
2773,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1
2731,Mm feeling sleepy. today itself i shall get that dear,0
804,K I'll be there before 4.,0
3645,Carlos says we can pick up from him later so yeah we're set,0
2454,Left dessert. U wan me 2 go suntec look 4 u?,0
4598,Have you laid your airtel line to rest?,0
3104,Or remind me in a few hrs.,0
4875,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,1
200,I sent you  &lt;#&gt;  bucks,0
3099,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0
2278,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0
3561,Still chance there. If you search hard you will get it..let have a try :),0
4474,We will meet soon princess! Ttyl!,0
4514,That was random saw my old roomate on campus. He graduated,0
391,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,0
5258,1 in cbe. 2 in chennai.,0
1495,Hey gals.. Anyone of u going down to e driving centre tmr?,0
2695,And whenever you and i see we can still hook up too.,0
2027,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,0
5248,U come n search tat vid..not finishd..,0
5463,U GOIN OUT 2NITE?,0
2568,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0
64,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0
3884,Like a personal sized or what,0
2062,Is there any training tomorrow?,0
5276,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0
492,"Sorry,in meeting I'll call later",0
379,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0
4859,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",0
3993,I love to cuddle! I want to hold you in my strong arms right now...,0
4887,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0
1076,Where can download clear movies. Dvd copies.,0
878,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1
337,Just sleeping..and surfing,0
1016,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
1275,Wot u up 2 u weirdo?,0
3798,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",0
4551,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",0
3342,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0
4911,I am on the way to tirupur.,0
995,Change again... It's e one next to escalator...,0
1981,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",0
4297,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1
161,New car and house for my parents.:)i have only new job in hand:),0
4798,I dont know why she.s not getting your messages,0
1500,Host-based IDPS for linux systems.,0
3843,"Yeah that's what I thought, lemme know if anything's goin on later",0
5225,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0
2613,Thanks for sending this mental ability question..,0
3461,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1
1021,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1
3073,Don know. I did't msg him recently.,0
3943,"Until 545 lor... Ya, can go 4 dinner together...",0
1585,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,0
1955,"Aight I'll grab something to eat too, text me when you're back at mu",0
3152,I tagged MY friends that you seemed to count as YOUR friends.,0
34,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,1
4014,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,1
775,Thanks for picking up the trash.,0
2556,Fuck babe ... What happened to you ? How come you never came back?,0
1478,I think its far more than that but find out. Check google maps for a place from your dorm.,0
5486,Ofcourse I also upload some songs,0
1363,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0
2612,Yes. It's all innocent fun. O:-),0
2824,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1
2041,ÌÏ dun wan to watch infernal affair?,0
241,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0
2061,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",0
2363,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1
600,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,0
2435,Oh ya ya. I remember da. .,0
5393,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",0
2888,My battery is low babe,0
646,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0
3890,No problem. We will be spending a lot of quality time together...,0
3556,I had it already..sabarish asked me to go..,0
3202,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,0
1528,Hey what happen de. Are you alright.,0
1267,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0
1899,I love working from home :),0
4658,I cant pick the phone right now. Pls send a message,0
3005,Also hi wesley how've you been,0
2734,Can you do a mag meeting this avo at some point?,0
189,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0
1806,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,1
975,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0
